test_season,feature,standardised_beta
2021-22,season_ppg,0.6216585990132358
2021-22,recent_5_ppg,-0.05265791782244154
2022-23,season_ppg,0.6123869317625055
2022-23,recent_5_ppg,-0.04917665577584786
2023-24,season_ppg,0.5991973946360047
2023-24,recent_5_ppg,-0.04375171867710909
2024-25,season_ppg,0.5809394198648661
2024-25,recent_5_ppg,-0.02508854821024547
2025-26,season_ppg,0.5747089706186319
2025-26,recent_5_ppg,-0.03108409654209075
