model,accuracy,accuracy_pct,log_loss
Season PPG,0.6533333333333333,65.33333333333333,0.630749124839233
Combined,0.6524242424242425,65.24242424242425,0.6308175019570524
Recent 5 PPG,0.6412121212121212,64.12121212121212,0.642996247281991
