model,accuracy,accuracy_pct,home_goal_mae,away_goal_mae,overall_goal_mae
5 seasons,0.4473684210526316,44.73684210526316,0.9499425601487028,0.8757630523875174,0.91285280626811
9 seasons,0.45789473684210524,45.78947368421053,0.9587082056843065,0.8767933631676995,0.917750784426003
